english,tag,definition
imply,verb,"1. to suggest that something is true or that you feel or think something, without saying so directly 2. to make it seem likely that something is true or exists 3. to make something necessary in order to be successful"
importunate,adjective,asking for things many times in a way that is annoying
importune,verb,to ask somebody for something many times and in a way that is annoying
imposition,noun,"1. the act of introducing something such as a new law or rule, or a new tax 2. an unfair or unreasonable thing that somebody expects or asks you to do"
impoverish,verb,1. to make somebody poor 2. to make something worse in quality
impoverished,adjective,"1. very poor; without money 2. poor in quality, because something is missing"
impudence,noun,rude behaviour; behaviour that does not show respect for other people
impudent,adjective,rude; not showing respect for other people
impure,adjective,"1. not pure or clean; not consisting of only one substance but mixed with one or more substances often of poorer quality 2. morally bad, especially because they are connected with sex"
in.,abbreviation,1. at a point within an area or a space 2. within the shape of something; surrounded by something 3. into something
inadmissible,adjective,"that cannot be allowed or accepted, especially in court"
inadvisable,adjective,not sensible or wise; that you would advise against
inarticulate,adjective,1. not able to express ideas or feelings clearly or easily 2. not using clear words; not expressed clearly
inaugural,noun,"the first official speech, meeting, etc. that marks the beginning of something important, for example the time when a new leader or parliament starts work"
inaugural,adjective,"first, and marking the beginning of something important, for example the time when a new leader or parliament starts work, when a new organization is formed or when something is used for the first time"
inaugurate,verb,1. to introduce a new public official or leader at a special ceremony 2. to officially open a building or start an organization with a special ceremony 3. to introduce a new development or an important change
inauguration,noun,1. a special ceremony at which a new public official or leader is introduced or a building or organization is officially opened 2. the introduction of a new development or an important change
inauspicious,adjective,showing signs that the future will not be good or successful
inauspiciously,adverb,in a way that shows signs that the future will not be good or successful
inboard,adjective,"located on the inside of a boat, plane or car"
inbounds,adjective,relating to a throw that puts the ball into play again after it has gone out of play
incapacity,noun,1. lack of ability or skill 2. the state of being too ill to do your work or take care of yourself
incarcerate,verb,to put somebody in prison or in another place from which they cannot escape
incarceration,noun,the act of putting somebody in prison or in another place from which they cannot escape; the state of being there 
incarnation,noun,"1. a period of life in a particular form 2. a person who represents a particular quality, for example, in human form 3. the act of God coming to earth in human form as Jesus"
incel,noun,a member of an online community of mostly young men who do not feel that they are attractive to women and who often have negative views of women 
incendiary,adjective,1. designed to cause fires 2. causing strong feelings or violence
