english,tag,definition
rent,verb,"1. to regularly pay money to somebody so that you can use something that they own, such as a house, a room, some land, etc. 2. to allow somebody to use something that you own such as a house or some land in exchange for regular payments"
repair,noun,"1. an act of repairing something 2. in good, etc. condition"
repeat,noun,1. an event that is very similar to something that happened before 2. a television or radio programme that has been broadcast before
repeated,adjective,"happening, said or done many times"
report,noun,"1. a written or spoken account of an event, especially one that is published or broadcast 2. a spoken or written description of something containing information that somebody needs to have"
represent,verb,"1. to be a member of a group of people and act or speak for them at an event, a meeting, etc. 2. to act or speak officially for somebody and defend their interests"
request,verb,to ask for something or ask somebody to do something in a polite or formal way
require,verb,"1. to need something; to depend on somebody/something 2. to make somebody do or have something, especially because it is necessary according to a particular law or set of rules"
reservation,noun,"1. an arrangement for a seat on a plane or train, a room in a hotel, etc. to be kept for you 2. a feeling of doubt about a plan or an idea"
resource,noun,"1. a supply of something that a country, an organization or a person has and can use, especially to increase their wealth 2. something that can be used to help achieve an aim, especially a book, equipment, etc. that provides information for teachers and students"
