english,tag,definition
phenomenal,adjective,very great or impressive
philately,noun,the collection and study of stamps
philharmonic,adjective,"used in the names of orchestras, music societies, etc."
philologist,noun,a person who studies philology
philology,noun,the scientific study of the development of language or of a particular language
philosophize,verb,"to talk about something in a serious way, especially when other people think this is boring"
phlegmatic,adjective,not easily made angry or upset
phonetic,adjective,1. using special symbols to represent each different speech sound 2. that closely matches the sounds represented 3. connected with the sounds of human speech
phonic,adjective,1. relating to sound; relating to sounds made in speech 2. connected with an instrument that uses or makes sound
phonology,noun,the speech sounds of a particular language; the study of these sounds
phosphorescence,noun,light produced without heat or with so little heat that it cannot be felt
physiognomy,noun,the shape and features of a person’s face
physique,noun,the size and shape of a person’s body
picayune,adjective,of little value or importance
piecemeal,adverb,"gradually at different times and often in different ways, rather than in a way that is carefully planned at the beginning"
pillory,noun,"a wooden frame, with holes for the head and hands, which people were locked into in the past as a punishment"
pincers,noun,"a small tool that is used for holding or gripping small objects, a claw of a lobster or crab and some insects"
pioneer,noun,"1. a person who is the first to study and develop a particular area of knowledge, culture, etc. that other people then continue to develop 2. one of the first people to go to a particular place, especially in order to live and work there"
piteous,adjective,deserving pity or causing you to feel pity
pitiable,adjective,1. deserving pity or causing you to feel pity 2. not deserving respect
pitiful,adjective,1. deserving pity or causing you to feel pity 2. not deserving respect
pitiless,adjective,"1. showing no pity; cruel 2. very cruel or severe, and never ending"
pittance,noun,"a very small amount of money that somebody receives, for example as a wage, and that is hardly enough to live on"
placate,verb,to make somebody feel less angry about something
placid,adjective,"1. not easily excited or annoyed 2. calm and peaceful, with very little movement"
plagiarism,noun,"the practice of copying another person's ideas, words or work and pretending that they are your own; an example of this"
